turns,responses,turn_1_prompt,turn_1_instruction_id_list,turn_1_kwargs,turn_2_prompt,turn_2_instruction_id_list,turn_2_kwargs,turn_3_prompt,turn_3_instruction_id_list,turn_3_kwargs,key,turn_index,language
,,"{""role"": ""user"", ""content"": ""Create an ad copy by expanding \""Get 40 miles per gallon on the highway\"" in the form of a QA with a weird style. Your response should contain less than 8 sentences. Do not include keywords 'mileage' or 'fuel' in your response.""}","[""length_constraints:number_sentences"", ""keywords:forbidden_words""]","[""{\""relation\"": \""less than\"", \""num_sentences\"": 8}"", ""{\""forbidden_words\"": [\""mileage\"", \""fuel\""]}""]","{""role"": ""user"", ""content"": ""The result must contain a title wrapped in double angular brackets, i.e. <<title>>.""}","[""length_constraints:number_sentences"", ""keywords:forbidden_words"", ""detectable_format:title""]","[""{\""relation\"": \""less than\"", \""num_sentences\"": 8}"", ""{\""forbidden_words\"": [\""mileage\"", \""fuel\""]}"", ""{}""]","{""role"": ""user"", ""content"": ""Wrap your whole response with double quotation marks.""}","[""length_constraints:number_sentences"", ""keywords:forbidden_words"", ""detectable_format:title"", ""startend:quotation""]","[""{\""relation\"": \""less than\"", \""num_sentences\"": 8}"", ""{\""forbidden_words\"": [\""mileage\"", \""fuel\""]}"", ""{}"", ""{}""]",3362:7:en,0,English
,,"{""role"": ""user"", ""content"": ""Create an ad copy by expanding \""Get 40 miles per gallon on the highway\"" in the form of a QA with a weird style. Your response should contain less than 8 sentences. Do not include keywords 'mileage' or 'fuel' in your response.""}","[""length_constraints:number_sentences"", ""keywords:forbidden_words""]","[""{\""relation\"": \""less than\"", \""num_sentences\"": 8}"", ""{\""forbidden_words\"": [\""mileage\"", \""fuel\""]}""]","{""role"": ""user"", ""content"": ""Wrap your whole response with double quotation marks.""}","[""length_constraints:number_sentences"", ""keywords:forbidden_words"", ""startend:quotation""]","[""{\""relation\"": \""less than\"", \""num_sentences\"": 8}"", ""{\""forbidden_words\"": [\""mileage\"", \""fuel\""]}"", ""{}""]","{""role"": ""user"", ""content"": ""The result must contain a title wrapped in double angular brackets, i.e. <<title>>.""}","[""length_constraints:number_sentences"", ""keywords:forbidden_words"", ""startend:quotation"", ""detectable_format:title""]","[""{\""relation\"": \""less than\"", \""num_sentences\"": 8}"", ""{\""forbidden_words\"": [\""mileage\"", \""fuel\""]}"", ""{}"", ""{}""]",3362:9:en,0,English
,,"{""role"": ""user"", ""content"": ""Write two advertisements for a new product that is a healthy alternative to soda. One advertisement should be targeted to teenagers and the other should be targeted to professionals. Mark the beginning\nof each advertisement with Audience 1 and Audience 2, respectively. Double quotes should be placed around your entire response.""}","[""startend:quotation"", ""detectable_format:multiple_sections""]","[""{}"", ""{\""section_spliter\"": \""Audience\"", \""num_sections\"": 2}""]","{""role"": ""user"", ""content"": ""Your response should include the following keywords: organic, hydration, carbonated.""}","[""startend:quotation"", ""detectable_format:multiple_sections"", ""keywords:existence""]","[""{}"", ""{\""section_spliter\"": \""Audience\"", \""num_sections\"": 2}"", ""{\""keywords\"": [\""organic\"", \""hydration\"", \""carbonated\""]}""]","{""role"": ""user"", ""content"": ""The result must contain at least 600 words.""}","[""startend:quotation"", ""detectable_format:multiple_sections"", ""keywords:existence"", ""length_constraints:number_words""]","[""{}"", ""{\""section_spliter\"": \""Audience\"", \""num_sections\"": 2}"", ""{\""keywords\"": [\""organic\"", \""hydration\"", \""carbonated\""]}"", ""{\""relation\"": \""at least\"", \""num_words\"": 600}""]",3367:4:en,0,English
,,"{""role"": ""user"", ""content"": ""Write two advertisements for a new product that is a healthy alternative to soda. One advertisement should be targeted to teenagers and the other should be targeted to professionals. Mark the beginning\nof each advertisement with Audience 1 and Audience 2, respectively. Double quotes should be placed around your entire response.""}","[""startend:quotation"", ""detectable_format:multiple_sections""]","[""{}"", ""{\""section_spliter\"": \""Audience\"", \""num_sections\"": 2}""]","{""role"": ""user"", ""content"": ""Your response should include the word sugar-free at least 2 times.""}","[""startend:quotation"", ""detectable_format:multiple_sections"", ""keywords:frequency""]","[""{}"", ""{\""section_spliter\"": \""Audience\"", \""num_sections\"": 2}"", ""{\""relation\"": \""at least\"", \""keyword\"": \""sugar-free\"", \""frequency\"": 2}""]","{""role"": ""user"", ""content"": ""The text should contain at least 400 words.""}","[""startend:quotation"", ""detectable_format:multiple_sections"", ""keywords:frequency"", ""length_constraints:number_words""]","[""{}"", ""{\""section_spliter\"": \""Audience\"", \""num_sections\"": 2}"", ""{\""relation\"": \""at least\"", \""keyword\"": \""sugar-free\"", \""frequency\"": 2}"", ""{\""relation\"": \""at least\"", \""num_words\"": 400}""]",3367:9:en,0,English
,,"{""role"": ""user"", ""content"": ""Write a riddle about a house that is not a house. Also include the answer. Your response must be at least 400 words and have a title wrapped in double angular brackets, like <<riddle>>.""}","[""length_constraints:number_words"", ""detectable_format:title""]","[""{\""relation\"": \""at least\"", \""num_words\"": 336}"", ""{}""]","{""role"": ""user"", ""content"": ""Your response should not include the following words: dwelling, structure, shelter.""}","[""length_constraints:number_words"", ""detectable_format:title"", ""keywords:forbidden_words""]","[""{\""relation\"": \""at least\"", \""num_words\"": 336}"", ""{}"", ""{\""forbidden_words\"": [\""dwelling\"", \""structure\"", \""shelter\""]}""]","{""role"": ""user"", ""content"": ""Your response should end with the exact phrase: \""what stands without walls but holds many stories?\"" No other words should follow this phrase.""}","[""length_constraints:number_words"", ""detectable_format:title"", ""keywords:forbidden_words"", ""startend:end_checker""]","[""{\""relation\"": \""at least\"", \""num_words\"": 336}"", ""{}"", ""{\""forbidden_words\"": [\""dwelling\"", \""structure\"", \""shelter\""]}"", ""{\""end_phrase\"": \""what stands without walls but holds many stories?\""}""]",337:3:en,0,English
,,"{""role"": ""user"", ""content"": ""Write a riddle about a house that is not a house. Also include the answer. Your response must be at least 400 words and have a title wrapped in double angular brackets, like <<riddle>>.""}","[""length_constraints:number_words"", ""detectable_format:title""]","[""{\""relation\"": \""at least\"", \""num_words\"": 336}"", ""{}""]","{""role"": ""user"", ""content"": ""You should provide two responses. Separate your two responses with six asterisks (******)""}","[""length_constraints:number_words"", ""detectable_format:title"", ""combination:two_responses""]","[""{\""relation\"": \""at least\"", \""num_words\"": 336}"", ""{}"", ""{}""]","{""role"": ""user"", ""content"": ""Wrap your whole response with double quotation marks.""}","[""length_constraints:number_words"", ""detectable_format:title"", ""combination:two_responses"", ""startend:quotation""]","[""{\""relation\"": \""at least\"", \""num_words\"": 336}"", ""{}"", ""{}"", ""{}""]",337:15:en,0,English
,,"{""role"": ""user"", ""content"": ""Write a riddle about embroidery that has the answer \""needle\"". Include keywords 'afternoon' and 'distressed' in the response. Don't use any commas in your answer.""}","[""keywords:existence"", ""punctuation:no_comma""]","[""{\""keywords\"": [\""afternoon\"", \""distressed\""]}"", ""{}""]","{""role"": ""user"", ""content"": ""The result must contain a title wrapped in double angular brackets, i.e. <<title>>.""}","[""keywords:existence"", ""punctuation:no_comma"", ""detectable_format:title""]","[""{\""keywords\"": [\""afternoon\"", \""distressed\""]}"", ""{}"", ""{}""]","{""role"": ""user"", ""content"": ""Your response should end with the exact phrase: \""what am i?\"" No other words should follow this phrase.""}","[""keywords:existence"", ""punctuation:no_comma"", ""detectable_format:title"", ""startend:end_checker""]","[""{\""keywords\"": [\""afternoon\"", \""distressed\""]}"", ""{}"", ""{}"", ""{\""end_phrase\"": \""what am i?\""}""]",3376:2:en,0,English
,,"{""role"": ""user"", ""content"": ""Can you explain to me why there is so much fraud in the world? Please include one italic text section in markdown, i.e *italic text*. Make your entire response less than 30 words.""}","[""detectable_format:number_highlighted_sections"", ""length_constraints:number_words""]","[""{\""num_highlights\"": 1}"", ""{\""relation\"": \""less than\"", \""num_words\"": 30}""]","{""role"": ""user"", ""content"": ""Your response should include the word temptation less than 2 times.""}","[""detectable_format:number_highlighted_sections"", ""length_constraints:number_words"", ""keywords:frequency""]","[""{\""num_highlights\"": 1}"", ""{\""relation\"": \""less than\"", \""num_words\"": 30}"", ""{\""relation\"": \""less than\"", \""keyword\"": \""temptation\"", \""frequency\"": 2}""]","{""role"": ""user"", ""content"": ""Wrap your whole response with double quotation marks.""}","[""detectable_format:number_highlighted_sections"", ""length_constraints:number_words"", ""keywords:frequency"", ""startend:quotation""]","[""{\""num_highlights\"": 1}"", ""{\""relation\"": \""less than\"", \""num_words\"": 30}"", ""{\""relation\"": \""less than\"", \""keyword\"": \""temptation\"", \""frequency\"": 2}"", ""{}""]",340:12:en,0,English
,,"{""role"": ""user"", ""content"": ""Can you give me a zany, bullet point TLDR of this article: https://en.wikipedia.org/wiki/Dota_2\n\nMake it zany, but do not include the keywords 'icefrog', 'blizzard', 'lawsuit' in the response.""}","[""keywords:forbidden_words""]","[""{\""forbidden_words\"": [\""icefrog\"", \""blizzard\"", \""lawsuit\""]}""]","{""role"": ""user"", ""content"": ""Your result must contain at least 1 bullet point in markdown format.""}","[""keywords:forbidden_words"", ""detectable_format:number_bullet_lists""]","[""{\""forbidden_words\"": [\""icefrog\"", \""blizzard\"", \""lawsuit\""]}"", ""{\""num_bullets\"": 1}""]","{""role"": ""user"", ""content"": ""Your response should contain at least 150 words.""}","[""keywords:forbidden_words"", ""detectable_format:number_bullet_lists"", ""length_constraints:number_words""]","[""{\""forbidden_words\"": [\""icefrog\"", \""blizzard\"", \""lawsuit\""]}"", ""{\""num_bullets\"": 1}"", ""{\""relation\"": \""at least\"", \""num_words\"": 150}""]",3401:15:en,0,English
,,"{""role"": ""user"", ""content"": ""Can you give me a zany, bullet point TLDR of this article: https://en.wikipedia.org/wiki/Dota_2\n\nMake it zany, but do not include the keywords 'icefrog', 'blizzard', 'lawsuit' in the response.""}","[""keywords:forbidden_words""]","[""{\""forbidden_words\"": [\""icefrog\"", \""blizzard\"", \""lawsuit\""]}""]","{""role"": ""user"", ""content"": ""Your response should contain less than 61 sentences.""}","[""keywords:forbidden_words"", ""length_constraints:number_sentences""]","[""{\""forbidden_words\"": [\""icefrog\"", \""blizzard\"", \""lawsuit\""]}"", ""{\""relation\"": \""less than\"", \""num_sentences\"": 61}""]","{""role"": ""user"", ""content"": ""I want the entire response wrapped in JSON format. Do not add any words outside of the JSON block.""}","[""keywords:forbidden_words"", ""length_constraints:number_sentences"", ""detectable_format:json_format""]","[""{\""forbidden_words\"": [\""icefrog\"", \""blizzard\"", \""lawsuit\""]}"", ""{\""relation\"": \""less than\"", \""num_sentences\"": 61}"", ""{}""]",3401:18:en,0,English
,,"{""role"": ""user"", ""content"": ""Can you write me a slogan for my video game project? The project aims to create a very funny fighting game. Please wrap your entire response with double quotation marks. Also, highlight at least three sections in your answer in markdown format using *highlighted text*. Such as: *Funny Fighting*.""}","[""startend:quotation"", ""detectable_format:number_highlighted_sections""]","[""{}"", ""{\""num_highlights\"": 3}""]","{""role"": ""user"", ""content"": ""Your response should include the word arcade less than 2 times.""}","[""startend:quotation"", ""detectable_format:number_highlighted_sections"", ""keywords:frequency""]","[""{}"", ""{\""num_highlights\"": 3}"", ""{\""relation\"": \""less than\"", \""keyword\"": \""arcade\"", \""frequency\"": 2}""]","{""role"": ""user"", ""content"": ""Your response must contain at least 164 words.""}","[""startend:quotation"", ""detectable_format:number_highlighted_sections"", ""keywords:frequency"", ""length_constraints:number_words""]","[""{}"", ""{\""num_highlights\"": 3}"", ""{\""relation\"": \""less than\"", \""keyword\"": \""arcade\"", \""frequency\"": 2}"", ""{\""relation\"": \""at least\"", \""num_words\"": 164}""]",3409:19:en,0,English
